place,title,link,published,source,domain,category,confidence,importance,reason
New York NY,Here’s why NYC public school students have a late start for the 2026-2027 academic year - SILive.com,https://news.google.com/rss/articles/CBMiygFBVV95cUxQZFBxY3ZrblhzRHRyM3Q5R2VyaEp6cWFfeVNPUnNOalB1ZVUtZzNtY1YzSVZkRjhkZVhvVk91anRDNTMtY1VuODlpZG45SFpIU0x5b2NELXh0TDBvaHJ5Vnp0WVFFa20wUXRXTGdXVmtCdFhEWXpHRHJFMDdzd1gxVjUyWmFqUEE4OXBfMzExNFByZ0Z6ZDFCbDAxMTc2NktUN2l2dk9SdlozV2U0NmctZE9xRDRrNUFRNjI5SXdpOWNUS3BDajdLQjZn0gHeAUFVX3lxTE9YR0t5UTVRODZuYjg3TjBrVmJZeVNqaC02R2tURU1nRm15WFNnSzNNTmR5SC1lMDlRRDVLMjlTWGhZRmVaeDhWMnJjMVhkUW5tS0kzQXpzN0tkclV6UERaR0hnMXhJaDZPWXdKbmNSd3YwSFhleDNPM0xJTTlEWE5aU1hXYlUzTUE5ZTVjdTdpV1ZOOXZfYlFhS1ZrdjFxR1JBWXdSQ0xvd2JGV0JQMkxMQzBDMllIR19EX3BISGxSOVlCbTBtVXVaWHlIV1lFT3BjZ0RmUTRCQ2VFcmNVUQ?oc=5,"Thu, 23 Apr 2026 12:30:00 GMT",SILive.com,news.google.com,opportunities_welfare,0.72,0.42,Public school calendar information affecting students and families.
New York NY,Outgoing NY Rep. Stefanik keeps academia in her crosshairs with ‘Poisoned Ivies’ book - Gothamist,https://news.google.com/rss/articles/CBMirgFBVV95cUxOdDVRY1FUNERGejRBVmV0cllDTTd0RmlqNmxjZDN6UXlRZGJpZk1idG1uOEgzVVd6SndaQ05SSVN5OGxEN0NqWWVvLW8ydV8wMHJyalcwVnZfYWNESzh4NHNCUGtkek92d2hZa2JuQU1xaEFTZ0JPbURwc0FEbEdiNHUxR2M5UXNEVlk0VWFXekdBT0U0bW5EZWxxcUhIVlVJQWNQbFd2ZVVCR0tkUWc?oc=5,"Fri, 24 Apr 2026 00:40:00 GMT",Gothamist,news.google.com,civics_politics,0.76,0.34,Congress member and higher-education political controversy.
New York NY,The high price of bad drivers: New York must revoke the licenses of the worst offenders - New York Daily News,https://news.google.com/rss/articles/CBMieEFVX3lxTFBzWDFhUG4wcWZ2cGk5SFdoZUJaN05Ta2ZlVHBxRGlHa1pNWlJQNFpKN2F0MlJ3aUxWbFh4eFpHSUlCNnk5azZhNXRaNGx1NHlGaW9WUlI4TTl0N09remUxMHRpblNJLUVFYTd1Vkl4QXI5N2RTWFV2cg?oc=5,"Thu, 23 Apr 2026 08:00:02 GMT",New York Daily News,news.google.com,civics_politics,0.84,0.45,Advocates policy change on driver license revocations in New York.
New York NY,"Housing Lottery Launches for 1435 East Gun Hill Road in Baychester, The Bronx - New York YIMBY",https://news.google.com/rss/articles/CBMitAFBVV95cUxPbzRtb183b19DeFlVdl9UYi1Za29TZGZhMEE1cC13WUNpWFhwUkFrTzNwekhyeGo4aHhxdFRscVpSNGtFQ3Izdkh6Si1yOUd5OHFYMUxrQW1GcU1TMmpFVV8zUERmZVFRNkRKN3B5WTgwVjhwY1o3N1dwYjJCNktZZG5sbkp5NW9PcWlBVUNaMjZkUnhoWFhGb0tVNDJ6SjdnZ0t4OTdkUmRZRzhES09DN2VuVGE?oc=5,"Thu, 23 Apr 2026 10:30:29 GMT",New York YIMBY,news.google.com,opportunities_welfare,0.95,0.72,Housing lottery offers affordable housing opportunity in the Bronx.
New York NY,Snagging Shakespeare in the Park tickets is about to get much easier - Time Out Worldwide,https://news.google.com/rss/articles/CBMisgFBVV95cUxPYjVOZm1FMHAwd1J5dE1aMVdzVmE1MWd4aFBqWFJuN1p1NEdCZkdBMHZpMlFMa09tc1NaaWU1cDExeFFQSmkwUTVKZUl1cmcxcjNtSlV1QTQ1NXdMLVNjRC1rd1NwajlzNzVOQ194Z1JVdHFPSEQ0YnJKQXFYNl9PM3lTSlR2dzBFM3FIZmdBSkV2OE53UmpWTDBqWUNuYm0ybzViTjdrOTJEMmJLYVJ1ZWR3?oc=5,"Wed, 22 Apr 2026 21:15:52 GMT",Time Out Worldwide,news.google.com,community,0.95,0.53,Local arts access news about Shakespeare in the Park tickets.
New York NY,"NY woman charged with torture as murder, first in county's history, gets life in prison - NBC New York",https://news.google.com/rss/articles/CBMinwFBVV95cUxORE5PNVBWNE1OV1lCaFVWSWtwSG4zc0RWUWcyZkZHaVB3WktEdXRnT0hoZmxfenhhNlQ2TFkxNXpNYVE3Vi1GcEE1Tlo3TllEeENWMDFzam5kUVdEY0wwMnU2VjNlY1RlenhZQ3BHTzdDaEx4YVpWMWF3OUxJbFpmbVBta0pDeVY2VmdhX0RadzNqd1ZYSTFUQlpLcktUc2_SAacBQVVfeXFMUHkzRjBhMUJXc0dXTGZHMF9qTkNmMnJ6WXE5TGFscHhSbDhxdlpaNm9oS0NKSDJlbTZRa0pSZ2FRTVMwZnFzdjFSQjdXU2Ywd3NpV0hoX21FVjdVcFEteU1icUI4aDRkUTI1UngxTG5ZYlZXX1VSYjUya0NZUGt2NVRqUnVkNFgzMVB5VTJHeW1PeUxRT19FQkllT2pYcm9xSzJaWE04bWM?oc=5,"Thu, 23 Apr 2026 22:59:12 GMT",NBC New York,news.google.com,civics_politics,0.94,0.46,Crime case sentencing; not an immediate ongoing threat.
New York NY,City starts work to extend Madison Avenue bus lane - New York Daily News,https://news.google.com/rss/articles/CBMilAFBVV95cUxQb200S2xHa3dDSjI5YVlCTEktM1NDR2cwY0lXU2ZseGx2RHlsWlNGNjhMTVRBVmQzenRGandXRW1vWFFDS2dZRHFDRm91cXdNODRZbGd6RU1pbHhZOEJqd2dEU3hTbWRlSlVVWEpSblhaUzhnR3hvbVVIRWtYYmQyQmlvMEZvcjJBZmIxRjhYU0xuWlBP?oc=5,"Fri, 24 Apr 2026 09:00:34 GMT",New York Daily News,news.google.com,civics_politics,0.78,0.55,City transportation project extending a bus lane.
New York NY,NYC apprenticeship program: Earn money while training - PIX11,https://news.google.com/rss/articles/CBMikAFBVV95cUxQb3gtdmhtbXdHb01GSFF5ZXIyZjdjTlVaQ0o0SHQtVVNoaVBuaC04MVhlRlJBQW1EOF93X1ZlVlRraWU3SkI3aHB4c2VuSmN5UDlxYVEtdHhJbUVKY0lsVWxTYkplRl9Kb2xnSzkyZ2xFUFhaUFBpN2Y3UUtUYXVqRS03U2JSd2dyd0ItOHBiOHnSAZYBQVVfeXFMT3Q2S0hvQmZYSzZfT3RjMG9SMTZJWW9XWUpYbU1pTnE3aXVnT2pONzFnMldaLVUwemNsSFBTSFJacS1rQl9ncy1RRFVIVE9JelVXeUNyaERabzVTMVZoRGZKM0dXMkp1cWlpRmJyaFgxRm9WRFh0TC1XVjJOenFtTk9oTUx1Tkt6c2JBRlg1UXZuU2pXX0RB?oc=5,"Thu, 23 Apr 2026 00:02:04 GMT",PIX11,news.google.com,opportunities_welfare,0.97,0.74,Apprenticeship program offers paid training opportunity for residents.
New York NY,Frank Carone’s lobbying firm isn’t a lobbying firm anymore - City & State New York,https://news.google.com/rss/articles/CBMirwFBVV95cUxPZ2liSVFGdHZfSlI3cFZ1SG1sR0dVemdZWDgxSnBKdHIzUFdOSHg3MWFOVXpkdWttdk5lOVdXV2VoTjNSSjlqZkxSd3FFdmNHazFjRy1XaURYY1gtMUhNZlFXcElLelRJNzdyNkZQMTAtUE1JZkFQc1p1M2IxZUM1NmNsaV9aajZtN1VWZkhHN1FKdE9hWmVwQmhqZ1gyT1Zqcnk1V2VXeWNOZTNzdzB3?oc=5,"Thu, 23 Apr 2026 08:00:00 GMT",City & State New York,news.google.com,civics_politics,0.83,0.39,Lobbying and city political influence matter.
New York NY,Got parking? ICE is looking to lease 150 spaces in Downtown Manhattan. - Gothamist,https://news.google.com/rss/articles/CBMimwFBVV95cUxOMWpvT3hiOFJldXhiTDFON3pxTjlPb0NnM3hVakdyRzRWV2NlbzFncUxkNU1Uc0pxMk04endCcEhzeHFkdGpOZXhtcVdqU1ZoUF9IaEVYZkxzZVJUMlI3Ym9SYnZSZThLTWgyME5KUDNfcERTcnVzeHNpQ0ExWjUwd2RBVkt2bzEwUDZiYlRILVgxeXYwWGtxTEFJdw?oc=5,"Wed, 22 Apr 2026 19:30:00 GMT",Gothamist,news.google.com,civics_politics,0.88,0.58,ICE leasing parking in Manhattan involves government operations and policy.
New York NY,Thursday’s Headlines: Having a Cow Edition - Streetsblog New York City,https://news.google.com/rss/articles/CBMihgFBVV95cUxOeS1STm1aX1pqLXVxM0tDNzZHYzFxSmtNNnY3emg2VjVFalhPVjNtQk1FVmpqNURNTTRkbXhXS3l4Zkk5bk1CV0NHYUtoNHVQb2lDUy1TMVlmMzktcFJIeXIyMHVMSlBMZjluNWM0WXpickFVQjNjYUduQUppVldHY3N3MTRDZw?oc=5,"Thu, 23 Apr 2026 04:01:00 GMT",Streetsblog New York City,news.google.com,other,0.34,0.12,Generic roundup headline lacks clear topic from title alone.
New York NY,Bronx organizations take center stage at NYC’s 2026 Mayoral Service Recognition ceremony - Bronx Times,https://news.google.com/rss/articles/CBMiiAFBVV95cUxONE1WLXdFaFYwZ3hmaVhBLVRoZzNnQzFnT3lmMXlDaTlnN0R4c3BBLUJzTlF4RmNyM2o4S2JmOUtHdU1oNEpKMldKUHRMNHQzczhzV1NGVksxZHVGNG9PZkw4MHpQUDFsNGhtODFjcWw1WDdRWjRJSTk2eldRcllSMlZHd19IM2ZE?oc=5,"Thu, 23 Apr 2026 19:32:06 GMT",Bronx Times,news.google.com,community,0.86,0.41,Recognition ceremony highlighting Bronx organizations and civic service.
New York NY,It’s happening: NYC's first full-scale casino is opening in Queens next week - Time Out Worldwide,https://news.google.com/rss/articles/CBMiuAFBVV95cUxNaUZDb1NDLTRjS3p4YmRyMWZZTzFvcUVCa1VXVS05XzhBM1o3cW5NNmVkMW1kTW9SMENmVkpfSHpoLTRPM1pKOXBlV0RrS1pGZ3d1WkxQOU5TZWFiaDB2TXBKT3VQdDJFRmpxMmd6NHJPUWpQYnV6NkFGeHRERFVCUTR5am91am5rUGhaWVU0eHV0WnZKQzhvWllaSklwZWxaX3JEaTlVNVJoRFpSSFFmX1A0XzBHVHJf?oc=5,"Wed, 22 Apr 2026 21:13:03 GMT",Time Out Worldwide,news.google.com,community,0.92,0.62,Major local entertainment and business opening in Queens.
New York NY,Keep New York Moving: Antonio Reynoso’s Six-Point Plan for Transit That Matches Our Reality - Streetsblog New York City,https://news.google.com/rss/articles/CBMixwFBVV95cUxOY0l1TmY5OVdWOU5DaVNqc2ZIYkU0VVRVZ1Q2OElIR2dpWVREZFY5bndrWGE5bm5iWXJ4STI2ZUpYRUVCOXRpaDBZTmlqREMwM2ktcW5iVDBrUWtXRUM1MFU1NFhYU0JlYWx2R0xacXlPU0VZc2RnX0xQNUtaZjEySFQ3Q2NVQ0psMDlMNzdoVGYwRVFKeTlOeU9FVXJKOFZXNFdDZmJnR2FNMXVWNEh4TERYM1ZjVlBtb3oyOW1TZlY5MHZPMjdR?oc=5,"Wed, 22 Apr 2026 18:10:00 GMT",Streetsblog New York City,news.google.com,civics_politics,0.89,0.57,Borough president transit policy plan for New York City.
New York NY,Extra Extra: Owner of Queens restaurant that hosted infamous 'COVID conga line' party erecting massive Padre Pio shrine - Gothamist,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNemRwbHhoMnFjdi1vT3RkcWYxWnVlSko5Z2NQTlg4bTFIdzdhamJJczRoV0RTaVo4U0pDY3p5aTRXUnItTUp1S2FEOVljYmJBbVlhYUdNeHk3ZkQwSF85Yk5vUHJvS0dwRVZuQ0lzZXBVRGlxTEJxaUlvNWR0YmJibUk5MC01aENKcV8ydVY2b3NLWHhSX2I4d0U1NzZUdkZ2R2htSmVIa2s4SEpyUEdwM1lqV2s0MlF6eGtTNmRjSDFQY19rMXN1V1RaUnVXQ09sWHdCT2RLUmpmUjA?oc=5,"Wed, 22 Apr 2026 19:00:00 GMT",Gothamist,news.google.com,community,0.78,0.28,Quirky neighborhood human-interest story about a Queens restaurant owner.
New York NY,NYC to crack down on businesses still using solid roll-down security gates - SILive.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQSjVvVkZtdEVUZ3VPa0laVkRSTTBJMDBUcnRNQmZua2REWnU1MGNIN2NmN0FFOHVWaTUzX3gxTDdYalNVbFBzNTdpTnhEUHctWjRjTmFmb1d0SWxWdHI5NmRWRzRlY1NaQkp0Ujd3UUNYNS1JWlpqWmFxUjh5UHhQT3RNcHExZ2JVWF81Z0NYV3oyVnRtUE1NMjRlbkh3ZEpKVWgxVzRvMGRoVDhOdDhEWUlKYWV1bklHdlV30gHPAUFVX3lxTE9JUVJoa1dfVWtvRTJGMFFwX1JMYmpYLVJ1Q2tJQkwwNjZoQkxCSHBLc3RCSzgwMDZEOVlDNkhXT1NpRmQzaFROeGllcEtnb1AtaDJaSm1qSGtsQ19CQm1wbHlGX08tOVRKVEV5ZWcyM1ozNTBhWFl1MWkxNUlHaW9QT0JySzFPR1MwelB2M1BMMEg4YmUtV3V6Q19GWDIxQm16R3BQSkd4enR0dmpJbzRYWHRYZmFZNzRNVjVMbzJvOU8xYkwyYUR1RlRmMzl6MA?oc=5,"Wed, 22 Apr 2026 15:35:00 GMT",SILive.com,news.google.com,civics_politics,0.91,0.61,City enforcement action against businesses using certain security gates.
New York NY,Hungry Women @ SoHo Playhouse - Auditions - Playbill,https://news.google.com/rss/articles/CBMimAFBVV95cUxOMXRLSWZYcnQ5TERneE1lb2FLZmFuWXdiajZ6ZXIzUWdzekR6aW9YMWM2UXFaOFVqZVB1VzBmUnlCSlRjODd5THhOc01pMmFLVTcyVzVzMGxXa0c5emNsZjRFNW4zX2dxd1N6U3Y2QnNKMGRlRnJrWnhvWDRWeVlmZ3hDMmZXcVgtYTNmaHRCcHpxWjNfRVhXVQ?oc=5,"Thu, 23 Apr 2026 13:22:33 GMT",Playbill,news.google.com,opportunities_welfare,0.93,0.44,Auditions are a local arts employment opportunity.
New York NY,Twenty-Nine Members and Associates of Jersey City Drug Trafficking Organization Arrested with Narcotics and Firearm Offenses - Department of Justice (.gov),https://news.google.com/rss/articles/CBMivAFBVV95cUxPOGNMYTJRbTFfSFp0VERBSWdiVUpFNU1pS2FCTjB6NnE4bTQwS3locXhXVXByUXRxekFfc0NqZGR1bThCLWJjeVZnRlJUb3dYR0VWUTNMckg5UDQxY2RXRmtnNURfcVNmRTlIMzZmN2FhU3FRWUtEdWlXTHA5SWpXc2hwVDhwbDFHVHZNVjJNYUk0dFZYazQyX055Vlo0UVdwZF8zVVhNNFhaUU1CVFdQT1lvZmlIbnNVYVV1Yg?oc=5,"Thu, 23 Apr 2026 20:56:43 GMT",Department of Justice (.gov),news.google.com,nonlocal,0.97,0.18,Jersey City federal drug bust is outside New York City.
New York NY,NYC trash bins selling out at Home Depot: Here’s what you need to know - SILive.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxQckZacE4yNlBTRE5aaTZ0bjZpb0U3UExMTnE3WmRQc010N1hZN0tKc0pySVF4SFRVT2NyZzF5d0hDSFM1dFpMQm9qcHRiNUNBbG5HRHFuVWlxdlFKYU9Bck9vTEtJbDZhSzdTbkNuY3pjSUgySDJGWWVndE5ITml3ZkdPLXRiRTdkbFpJNzFYdS1peHk5MnZQV3hWTTQ1amh2UzE3M0RfaGx5YmVqdlHSAcIBQVVfeXFMTWRva3Y3eHMxbzNhSGxtWTJTODlLaUJKakFkcGctYXJEQnFBSEI1a0ZFMUpUbU5SODJxRnUzczVHZi04aFk2a3VOUnFweFBnMkVRa1hFSEwwS2d5MEM0UjdmY2lSYTdLbWFtc0ZkbE1GOThSVnktN19SS0tKZHMzdmJHSUdGNDIyaWNncDN0TTNRbWhRRy1mNVQ3Tk9wNkRTRzloT0p2a1U0Sm5wUEpMaWJjYUdCSVFnZTk2RmVqLWNtY1E?oc=5,"Wed, 22 Apr 2026 18:42:00 GMT",SILive.com,news.google.com,community,0.74,0.43,Consumer-focused local service information about NYC trash bins.
New York NY,Bronx elevator outage: Tenants forced to climb 9 flights of stairs in Concourse Village apartment building - ABC7 New York,https://news.google.com/rss/articles/CBMiygFBVV95cUxQLU8wQ2dkakctdGdnQlRZblQzdk94bXN3S19hc3BSdjNXOWtCeFRJMGVwNnBIRWwyckFxVjZfaTFMSDcxWE1id2hNaG1kNlNvTjlpQzJYSkUyZl9fRUVzRS1FTUFfZXNCekxKVDVrR1k1NUVmUndQSEJRakItUUk1eVRleHI3QUZVQkNHeGUtZWw5dU5yMDh2NS1VVDRoZXZWVDlVUUhhRzI1RWFSN3VOdmEteW5pSnVGdENwS2NKbUcwNTk1dmw2RVBB0gHPAUFVX3lxTE5XMGJzX2JNcXZTdjV3c01HWXBWa0dHaEFOYkh4eXFKYjg5c0syOV9hb1dkX0hMbFpXMnltRThaWk8ySlRid09Rbnlpd2NXb292VWc4UVZsaVhiSVlLWkdGd2c3SFB5TGt5N1BhX2tCMV9pQTFmOUVQcnBXRVI1aWcxaUpNc0lTX0FhZkNvWkVob2kxWHZqZmszMVdTTjhmeFo3ZGdGUWZxb3RqRE9weG8wR05HZ2FoTlR4Q0NoRkc5aXhJVWZlUDR6T2hESkRVZw?oc=5,"Thu, 23 Apr 2026 03:22:37 GMT",ABC7 New York,news.google.com,civics_politics,0.83,0.56,Housing conditions and building service failure affecting tenants.
New York NY,Inside the massive men's homeless shelter Mamdani is closing after decades of disrepair - Gothamist,https://news.google.com/rss/articles/CBMiswFBVV95cUxQOWt2ZXNZLTVCZ3B1U0FzcG9MV1FVZFd2YWVfY29tUHc3N3Rnc0NUZG9YaHdOdE5NU2JzWWhsTTlWQk1qaWd0WkVqTkd3RFh5UWVnckxELUtzOXZzRnpHZmVYWldxaUg4Sm1jUVpmSGhFdTJwVndrbVJvelRXQzExdVJTRnVEOFgxRWk2TncxNHpNdVpnd2pUTkVtTzNLdHlZc0Zhbk1oUnhqXzF1RGFuYmFrZw?oc=5,"Fri, 24 Apr 2026 00:40:00 GMT",Gothamist,news.google.com,civics_politics,0.87,0.59,Homeless shelter closure tied to city policy and governance.
New York NY,What New York Can Learn from Mississippi’s Education Miracle - City Journal,https://news.google.com/rss/articles/CBMif0FVX3lxTFBZNXIwYlhoNkNjSEFEcVFWTzZ1Q0RmUzc0dEVKYTZkUFNkekJ4VXlrRl9wQldpWGZFbjhBdDZEOXVkam03YjdNdDkyWUtpSlBtWlBtTEhDak03LWpoZnJ2TWpVQmlwZ0s4ZFNHYVdjU0RrWGZ2RHRJWHJrYWppd0k?oc=5,"Wed, 22 Apr 2026 12:02:13 GMT",City Journal,news.google.com,nonlocal,0.9,0.16,"Primarily about Mississippi education, not directly local news."
New York NY,"Updated Design Revealed for 112 Liberty Street In Financial District, Manhattan - New York YIMBY",https://news.google.com/rss/articles/CBMitwFBVV95cUxQWE5EQ2ZTcDRvX3R6eERYaVJ1QXR1bHVnM3J1OXozZGhlZG5YUDVRa2VoU3JhZmpaeUpJelljRnpzWFBUTFJoOWRyVFNtNm9LeFA2R3o5TnRfTl9kbmozbWZURVFTMXNYdEs5bk9lcVhDTEZkbVpNVEJ5OHB0SUs2TEprLTNYUWhSSm9iTjU3Rk8zUlFGNW5Ja3ZLemM5Sm9kWEZVT2VZbVRpdDl3WUJmY3BEN0FJLTQ?oc=5,"Thu, 23 Apr 2026 12:00:10 GMT",New York YIMBY,news.google.com,community,0.72,0.37,Development design update for a Financial District building.
New York NY,This Michelin-starred Korean steakhouse just opened a new location in midtown - Time Out Worldwide,https://news.google.com/rss/articles/CBMivgFBVV95cUxNSEplNm9WdGVEYWFKTFpuOXpCYldQSThqcWl5UnJKUWtVY1lGNjFtRGdsSG5iaktsZ0NpOS1ac2xSdVZwMjFvSHRjR01XZzZkOXBiOU44cVMzUU95b0E0VWhIVE9vYm1iLW9ialJMaXRkTkc3UlYzMnllSW1LalRFZElBVTJyOWdmY3VWNUlvVVBTSXNSZUVjV2tKZFZJT3c1QTNoT2pZQUEtbDIwT2xiNk1FRzlJUUk2SDAyeVZB?oc=5,"Fri, 24 Apr 2026 01:15:33 GMT",Time Out Worldwide,news.google.com,community,0.96,0.48,New restaurant opening in Midtown is local dining news.
New York NY,FDNY responds to overnight fire at Staten Island laundromat - SILive.com,https://news.google.com/rss/articles/CBMiogFBVV95cUxNUUVOMWV4TmRlNGE0TXg1MkhQQUJEQ0hocE1fZUM5U3BzRlVOanVMRFo4VmlrOUI3WTc5bTBrUFRhSzJ2OER6aVlTYW9Ea2N0NXdWUzBlYzR0ZXZCalBQNWNzQ1Q5VE9fT3NqX0pVcnhwTHBMTWQyWEtWcUM5MUxEZ0tIampXc3hTMGw1U3cxcmR4dEFiOEI3WkFhMTUwVTlXT1HSAbYBQVVfeXFMT2IzYXJDdTZQVnA1Vi0wS0EwMXlPUmNnX01ZS2VzNEV3TnRHdDd4OUtPeGRsLU56cmRBb2ZwWnFZVDZMeS1rMV9GQ0Nua3QxVHNIZ3A1bDUzbGhQQVBONnJXTHJWUU1Xc3R5RTFKcnBiSHlCOTQ0UFIyR2czWll5N29iRVpyY0xGeFpQeDNZeHM0LUU2VjJCN25aM2dqSmcyb2lWMFNuMDd3MmwyYVRhOUZqQnktUnc?oc=5,"Wed, 22 Apr 2026 13:18:00 GMT",SILive.com,news.google.com,community,0.72,0.45,Local fire incident update; no immediate public action indicated.
New York NY,A Wood-Shingled House on Cranberry Street Full of Donald Judds - Curbed,https://news.google.com/rss/articles/CBMingFBVV95cUxNcXNjMFJUZzZQc0piVTR5QlNjeERmRHNSWEZNZkN1QnktQjNRMERGb19MbDhZWlR5TWVnVnMtSzRkSWJtWDJ0NVE3dl9UalJUcHpHR094RDNnS01LSlFyZE5INkMxLVYtRUhEUFVzbVJjSHVISnFzNVd0MXd4S2ZqWk94VWtuMk5kVFZKTUVDaEhYeUZSZEJnbkIxTTdLUQ?oc=5,"Thu, 23 Apr 2026 15:08:57 GMT",Curbed,news.google.com,community,0.93,0.28,Local architecture and culture feature about a Brooklyn house.
New York NY,The Rocky Horror Show Broadway Review - newyorktheater.me,https://news.google.com/rss/articles/CBMigAFBVV95cUxQWTJncWJvRmRkRDFWTlJESmhQMnJFNFVSOGtjblVKWS00Ukd5YUNjMjdJY2o1Sk9JT3RGazY3alVsdXZZaVAxQU1CRlNheGVFWGpOemp4enNlWEc1X3hWQThzUTFFN2FXOURDZERlcFRFNlVvMDl6U2MzdDBmbkxJaQ?oc=5,"Fri, 24 Apr 2026 06:18:33 GMT",newyorktheater.me,news.google.com,community,0.98,0.22,Broadway review is local arts and entertainment coverage.
New York NY,Ex-Mayor Adams wants NYC taxpayers to pay legal fees in 1993 sexual assault case - Gothamist,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPc2hwS1gwODhuQjctY3padEwtMTUwZlJBUEtBUTE1SFQwVkNKVDRrTEhzWTJMV2QtaHZFdXlHM011c1BkR2c2cV9wNkNla3FyUU9PUl9wdTRsejA5bUhDbjEwVmJFd3FnRVpXMDdoaDRKUjVXVnRxQ1JPSjYxREtNQ2Y2SC13bDJEZm1CRlg2TGZDcS1YN0pfSGo3TGFKLVdYUVhXUjNiZEtjak0?oc=5,"Wed, 22 Apr 2026 18:32:00 GMT",Gothamist,news.google.com,civics_politics,0.95,0.62,"Former mayor, taxpayer funds, and legal fees are civic-political matters."
New York NY,"No, the ‘Greek Freak’ didn’t sign his petition - Politico",https://news.google.com/rss/articles/CBMiuAFBVV95cUxQVE5VbEt3Wllrcy1UbktDandzbDdRVTg5RERoVEFNdWMybFFXYnN5QThsSnhWN0Ezcl9wdllvSWdUUk5GVnZ5aDg4SWZ3VkRMOWpPUlc4aDZTemFSRnFaVXJORnlWeEp0TGhMb3pNSVFYUWN4T3dOWGhZMXhraHctczRUc01ZcGg3WUtSSW0xa1pfTXU4ZGUzS2tDZG9VRlUyemZqcDltXzdPUU0wWVRqM3R6TXBKRWwt?oc=5,"Wed, 22 Apr 2026 10:00:00 GMT",Politico,news.google.com,nonlocal,0.78,0.18,Politico political item lacks clear direct local relevance.
New York NY,"Millions of dollars' worth of drugs seized in largest fentanyl, meth bust in New Jersey history - ABC7 New York",https://news.google.com/rss/articles/CBMitgFBVV95cUxPSE1UanVOOHFFU0xUc1NEQ0hNY01vY2p2Rkp5cTJqT3JoRnVQcGRua3ZxNEc0UVBZRU5FQVdjakdUVzVlTVJpOEpqOWRoNGxqTXZpQzhlTDdVQU9mTXZ2UW13MjFwejBhcFFBUFd4bVBwb0hkaFQxdFZSUmJLYnN2MDBsM1BhUDU1dW96TFJHSDQ1eWExNWFKTXZ2UF96WkJIUmdZNkNIdXFDTWdRby1vU081UEpqd9IBuwFBVV95cUxNSGxGajNYS1B3ajYtamh6TGVYVzlCWlRSMXJITmVMODRWTnVNaTdyZzBDLXd0cW1UVjh1TC1rSU90Q0Nib2tMc3ZTemlGNjB5RzkzYjFOR19uSWVCcDkteU8wQmxFNk5FNVBJMzVteGlOSWR5enZxbzRXSjJzOXBzbnFCXzgzbmRkVC1jZDBGaVMwY2p6ZEpEU0xjOXBkdDg2R2JJVkN3S1pWWHdEcmh1SHhDejNwZE1NdzZ3?oc=5,"Wed, 22 Apr 2026 21:50:14 GMT",ABC7 New York,news.google.com,nonlocal,0.96,0.2,New Jersey drug bust is outside New York City locality.
New York NY,Get a free book from Jack Harlow at McNally Jackson tonight only - Time Out Worldwide,https://news.google.com/rss/articles/CBMirAFBVV95cUxQeWJjd3ZIem1hRU44LTNqX2dDMUZWQlhRNmhvYWdRY3hITmdpVFY3XzJfS3hCM0ExNjVJMEM4LXhqRVFWRElRZGRpNXlod3cyWGcwU1N4NGJZXzBUT0x5aWkxWXBrb0I2Rk9YTmt5UmxQQXdod3JIdUFnRkpEQVlxaFN4cUJYSHUySmVZbF9VZFdJVm51T3A5bjZYTHMxMnRWMXhZN2RmMXJNQWpQ?oc=5,"Wed, 22 Apr 2026 23:37:16 GMT",Time Out Worldwide,news.google.com,community,0.95,0.42,Free book giveaway at local bookstore is a community event.
New York NY,To gentrify or not? The quest to ‘Manhattanize’ the Bronx continues in Van Cordlandt Village - New York Amsterdam News,https://news.google.com/rss/articles/CBMikgFBVV95cUxNSXBSczU5RnJIc2F2QzBUYTBQQTg4amRNTEJ2R3RDcl9qeUJudGFLc090cVZVMkpnLVRRalRva1FBdzQ1WUpDZHhJX1U0enhDVXc4YWtlTnV2VXJKUG5Qd2lpRlNsTUktZUJWWHh1ZVRkbW05SHlWcHRHZDJrRHZpYWMxSmptQzA5c2o0cjd0ZER2Zw?oc=5,"Thu, 23 Apr 2026 04:00:00 GMT",New York Amsterdam News,news.google.com,community,0.78,0.5,Neighborhood change and development discussion in the Bronx.
New York NY,Met Opera's $200 Million Saudi Arabia Deal Falls Through - BroadwayWorld,https://news.google.com/rss/articles/CBMiowFBVV95cUxQVXJVLTduZktibWtVUG9TNTBReURLTlhxOU5jV01DWkU0WnE3Mllod1UtWkJYUVlOQkg3eXVRdjRFSGNhWjlTM25Eb2FrazBoWVpMZ0oyNThjZHJvd2l0Y3BqemtydWN1dTJlRTRjQXhRaGUxZUxORUJ1NFBrcktLTDNMSmtHbUhGVllET0JJRVRCVXYxa0FZaFp6dS0xRmhDU000?oc=5,"Thu, 23 Apr 2026 20:09:45 GMT",BroadwayWorld,news.google.com,nonlocal,0.72,0.2,"Opera financing story centers on Saudi deal, not direct local civic impact."
